SensorID: 5417,
Firmware Version: 1.4.8,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
12-3,13:38:37,51,51,13.03,11,28,
12-3,13:38:38,52,52,13.05,11,28,
12-3,13:38:38,52,52,13.05,11,28,
12-3,13:38:39,52,52,13.04,11,28,
12-3,13:38:39,52,52,13.04,11,28,
12-3,13:38:40,52,52,13.03,11,28,
12-3,13:38:40,52,52,13.06,11,28,
12-3,13:38:41,52,52,13.05,11,28,
12-3,13:38:41,51,51,13.03,11,28,
12-3,13:38:42,51,51,13.04,11,28,
12-3,13:38:42,51,51,13.04,11,28,
12-3,13:38:43,52,52,13.05,11,28,
12-3,13:38:43,51,51,13.04,11,28,
12-3,13:38:44,51,51,13.02,11,28,
12-3,13:38:44,51,51,13.04,11,28,
12-3,13:38:45,51,51,13.04,11,28,
12-3,13:38:45,51,51,13.05,11,28,
12-3,13:38:46,51,51,13.05,11,28,
12-3,13:38:46,50,50,13.04,11,28,
12-3,13:38:47,50,50,13.04,11,28,
12-3,13:38:47,51,51,13.05,11,28,
12-3,13:38:48,50,50,13.05,11,28,
12-3,13:38:48,51,51,13.06,11,28,
12-3,13:38:49,50,50,13.04,11,28,
12-3,13:38:49,50,50,13.05,11,28,
12-3,13:38:50,50,50,13.04,11,28,
12-3,13:38:50,51,51,13.05,11,28,
12-3,13:38:51,50,50,13.04,11,28,
12-3,13:38:51,49,49,13.03,11,28,
12-3,13:38:52,50,50,13.05,11,28,
12-3,13:38:52,49,49,13.03,11,28,
12-3,13:38:53,50,50,13.05,11,28,
12-3,13:38:53,49,49,13.04,11,28,
12-3,13:38:54,49,49,13.04,11,28,
12-3,13:38:54,49,49,13.04,11,28,
12-3,13:38:55,49,49,13.04,11,28,
12-3,13:38:55,48,48,13.03,11,28,
12-3,13:38:56,49,49,13.05,11,28,
12-3,13:38:56,50,50,13.05,11,28,
12-3,13:38:57,49,49,13.03,11,28,
12-3,13:38:57,48,48,13.04,11,28,
12-3,13:38:58,48,48,13.03,11,28,
12-3,13:38:58,49,49,13.05,11,28,
12-3,13:38:59,49,49,13.04,11,28,
12-3,13:38:59,48,48,13.04,11,28,
12-3,13:39:0,48,48,13.04,11,28,
12-3,13:39:0,49,49,13.04,11,28,
12-3,13:39:1,49,49,13.03,11,28,
12-3,13:39:1,49,49,13.04,11,28,
12-3,13:39:2,49,49,13.04,11,28,
12-3,13:39:2,49,49,13.03,11,28,
12-3,13:39:3,50,50,13.05,11,28,
12-3,13:39:3,49,49,13.04,11,28,
12-3,13:39:4,50,50,13.04,11,28,
12-3,13:39:4,49,49,13.04,11,28,
12-3,13:39:5,50,50,13.05,11,28,
12-3,13:39:5,49,49,13.03,11,28,
12-3,13:39:6,49,49,13.03,11,28,
12-3,13:39:6,49,49,13.05,11,28,
12-3,13:39:7,49,49,13.04,11,28,
12-3,13:39:7,49,49,13.03,11,28,
12-3,13:39:8,48,48,13.02,11,28,
12-3,13:39:8,48,48,13.03,11,28,
12-3,13:39:9,49,49,13.03,11,28,
12-3,13:39:9,49,49,13.03,11,28,
12-3,13:39:10,48,48,13.02,11,28,
12-3,13:39:10,50,50,13.04,11,28,
12-3,13:39:11,51,51,13.05,11,28,
12-3,13:39:11,50,50,13.03,11,28,
12-3,13:39:12,50,50,13.04,11,28,
12-3,13:39:12,51,51,13.03,11,28,
12-3,13:39:13,51,51,13.03,11,28,
12-3,13:39:13,51,51,13.02,11,28,
12-3,13:39:14,52,52,13.04,11,28,
12-3,13:39:14,52,52,13.02,11,28,
12-3,13:39:15,53,53,13.02,11,28,
12-3,13:39:15,53,53,13.01,11,28,
12-3,13:39:16,53,53,13.02,11,28,
12-3,13:39:16,54,54,13.03,11,28,
12-3,13:39:17,54,54,13.03,11,28,
12-3,13:39:17,54,54,13.01,11,28,
12-3,13:39:18,54,54,13.02,11,28,
12-3,13:39:18,54,54,13.03,11,28,
12-3,13:39:19,54,54,13.01,11,28,
12-3,13:39:19,54,54,13.02,11,28,
12-3,13:39:20,53,53,13.02,11,28,
12-3,13:39:20,54,54,13.01,11,28,
12-3,13:39:21,54,54,13.01,11,28,
12-3,13:39:21,55,55,13.04,11,28,
12-3,13:39:22,54,54,13.02,11,28,
12-3,13:39:22,53,53,12.98,11,28,
12-3,13:39:23,52,52,12.97,11,28,
12-3,13:39:23,54,54,13,11,28,
12-3,13:39:24,53,53,12.96,11,28,
12-3,13:39:24,54,54,12.99,11,28,
12-3,13:39:25,54,54,12.99,11,28,
12-3,13:39:25,55,55,12.98,11,28,
12-3,13:39:26,55,55,12.99,11,28,
12-3,13:39:26,55,55,13,11,28,
12-3,13:39:27,55,55,12.98,11,28,
12-3,13:39:27,55,55,12.98,11,28,
12-3,13:39:28,56,56,12.99,11,28,
12-3,13:39:28,56,56,12.99,11,28,
12-3,13:39:29,56,56,12.98,11,28,
12-3,13:39:29,56,56,12.97,11,28,
12-3,13:39:30,56,56,12.96,11,28,
12-3,13:39:30,56,56,12.95,11,28,
12-3,13:39:31,56,56,12.95,11,28,
12-3,13:39:31,56,56,12.96,11,28,
12-3,13:39:32,56,56,12.96,11,28,
12-3,13:39:32,55,55,12.94,11,28,
12-3,13:39:33,55,55,12.93,11,28,
12-3,13:39:33,55,55,12.92,11,28,
12-3,13:39:34,55,55,12.94,11,28,
12-3,13:39:34,56,56,12.95,11,28,
12-3,13:39:35,56,56,12.94,11,28,
12-3,13:39:35,56,56,12.94,11,28,
12-3,13:39:36,56,56,12.96,11,28,
12-3,13:39:36,56,56,12.96,11,28,
12-3,13:39:37,56,56,12.96,11,28,
12-3,13:39:37,56,56,12.99,11,28,
12-3,13:39:38,56,56,13,11,28,
12-3,13:39:38,55,55,12.99,11,28,
12-3,13:39:39,56,56,12.98,11,28,
12-3,13:39:39,56,56,12.98,11,28,
12-3,13:39:40,54,54,12.97,11,28,
12-3,13:39:40,54,54,12.96,11,28,
12-3,13:39:41,55,55,12.99,11,28,
12-3,13:39:41,55,55,12.97,11,28,
12-3,13:39:42,54,54,12.97,11,28,
12-3,13:39:42,55,55,13,11,28,
12-3,13:39:43,54,54,12.97,11,28,
12-3,13:39:43,53,53,12.95,11,28,
12-3,13:39:44,54,54,12.99,11,28,
12-3,13:39:44,54,54,12.98,11,28,
12-3,13:39:45,53,53,12.98,11,28,
12-3,13:39:45,53,53,12.99,11,28,
12-3,13:39:46,53,53,12.98,11,28,
12-3,13:39:46,52,52,12.98,11,28,
12-3,13:39:47,53,53,12.98,11,28,
12-3,13:39:47,52,52,12.97,11,28,
12-3,13:39:48,52,52,12.98,11,28,
12-3,13:39:48,52,52,12.99,11,28,
12-3,13:39:49,51,51,12.98,11,28,
12-3,13:39:49,52,52,12.97,11,28,
12-3,13:39:50,52,52,12.99,11,28,
12-3,13:39:50,52,52,12.99,11,28,
12-3,13:39:51,52,52,13,11,28,
12-3,13:39:51,52,52,13,11,28,
12-3,13:39:52,51,51,12.97,11,28,
12-3,13:39:52,51,51,12.99,11,28,
12-3,13:39:53,52,52,12.98,11,28,
12-3,13:39:53,52,52,12.99,11,28,
12-3,13:39:54,52,52,13,11,28,
12-3,13:39:54,52,52,13,11,28,
12-3,13:39:55,51,51,12.96,11,28,
12-3,13:39:55,51,51,12.99,11,28,
12-3,13:39:56,51,51,12.97,11,28,
12-3,13:39:56,52,52,12.99,11,28,
12-3,13:39:57,51,51,12.97,11,28,
12-3,13:39:57,52,52,12.98,11,28,
12-3,13:39:58,52,52,12.97,11,28,
12-3,13:39:58,52,52,12.97,11,28,
12-3,13:39:59,52,52,12.96,11,28,
12-3,13:39:59,52,52,12.96,11,28,
12-3,13:40:0,52,52,12.96,11,28,
12-3,13:40:0,52,52,12.96,11,28,
12-3,13:40:1,53,53,12.96,11,28,
12-3,13:40:1,54,54,12.97,11,28,
12-3,13:40:2,54,54,12.96,11,28,
12-3,13:40:2,54,54,12.97,11,28,
12-3,13:40:3,54,54,12.95,11,28,
12-3,13:40:3,54,54,12.96,11,28,
12-3,13:40:4,54,54,12.92,11,28,
12-3,13:40:4,55,55,12.94,11,28,
12-3,13:40:5,55,55,12.94,11,28,
12-3,13:40:5,55,55,12.93,11,28,
12-3,13:40:6,55,55,12.94,11,28,
12-3,13:40:6,55,55,12.93,11,28,
12-3,13:40:7,55,55,12.95,11,28,
12-3,13:40:7,54,54,12.95,11,28,
12-3,13:40:8,54,54,12.93,11,28,
12-3,13:40:8,54,54,12.96,11,28,
12-3,13:40:9,54,54,12.93,11,28,
12-3,13:40:9,54,54,12.93,11,28,
12-3,13:40:10,54,54,12.95,11,28,
12-3,13:40:10,55,55,12.94,11,28,
12-3,13:40:11,54,54,12.93,11,28,
12-3,13:40:11,54,54,12.93,11,28,
12-3,13:40:12,54,54,12.93,11,28,
12-3,13:40:12,54,54,12.95,11,28,
12-3,13:40:13,54,54,12.94,11,28,
12-3,13:40:13,54,54,12.94,11,28,
12-3,13:40:14,54,54,12.94,11,28,
12-3,13:40:14,54,54,12.95,11,28,
12-3,13:40:15,53,53,12.94,11,28,
12-3,13:40:15,54,54,12.95,11,28,
12-3,13:40:16,54,54,12.94,11,28,
12-3,13:40:16,53,53,12.94,11,28,
12-3,13:40:17,54,54,12.94,11,28,
12-3,13:40:17,54,54,12.95,11,28,
12-3,13:40:18,54,54,12.94,11,28,
12-3,13:40:18,53,53,12.94,11,28,
12-3,13:40:19,54,54,12.92,11,28,
12-3,13:40:19,54,54,12.92,11,28,
12-3,13:40:20,55,55,12.96,11,28,
12-3,13:40:20,54,54,12.92,11,28,
12-3,13:40:21,54,54,12.93,11,28,
12-3,13:40:21,55,55,12.93,11,28,
12-3,13:40:22,55,55,12.93,11,28,
12-3,13:40:22,55,55,12.94,11,28,
12-3,13:40:23,54,54,12.95,11,28,
12-3,13:40:23,54,54,12.92,11,28,
12-3,13:40:24,54,54,12.92,11,28,
12-3,13:40:24,54,54,12.95,11,28,
12-3,13:40:25,54,54,12.92,11,28,
12-3,13:40:25,54,54,12.92,11,28,
12-3,13:40:26,54,54,12.92,11,28,
12-3,13:40:26,53,53,12.9,11,28,
12-3,13:40:27,54,54,12.91,11,28,
12-3,13:40:27,53,53,12.94,11,28,
12-3,13:40:28,53,53,12.94,11,28,
12-3,13:40:28,53,53,12.93,11,28,
12-3,13:40:29,54,54,12.95,11,28,
12-3,13:40:29,53,53,12.94,11,28,
12-3,13:40:30,53,53,12.94,11,28,
12-3,13:40:30,53,53,12.94,11,28,
12-3,13:40:31,52,52,12.94,11,28,
12-3,13:40:31,52,52,12.95,11,28,
12-3,13:40:32,53,53,12.95,11,28,
12-3,13:40:32,52,52,12.93,11,28,
12-3,13:40:33,51,51,12.95,11,28,
12-3,13:40:33,52,52,12.96,11,28,
12-3,13:40:34,51,51,12.95,11,28,
12-3,13:40:34,52,52,12.96,11,28,
12-3,13:40:35,52,52,12.98,11,28,
12-3,13:40:35,52,52,12.97,11,28,
12-3,13:40:36,51,51,12.97,11,28,
12-3,13:40:36,51,51,12.98,11,28,
12-3,13:40:37,51,51,12.97,11,28,
12-3,13:40:37,51,51,12.98,11,28,
12-3,13:40:38,51,51,12.97,11,28,
12-3,13:40:38,51,51,12.97,11,28,
12-3,13:40:39,50,50,12.97,11,28,
12-3,13:40:39,50,50,12.96,11,28,
12-3,13:40:40,51,51,12.98,11,28,
12-3,13:40:40,51,51,12.97,11,28,
12-3,13:40:41,51,51,12.97,11,28,
12-3,13:40:41,51,51,12.97,11,28,
12-3,13:40:42,51,51,12.96,11,28,
12-3,13:40:42,51,51,12.97,11,28,
12-3,13:40:43,52,52,12.97,11,28,
12-3,13:40:43,52,52,12.98,11,28,
12-3,13:40:44,51,51,12.96,11,28,
12-3,13:40:44,52,52,12.98,11,28,
12-3,13:40:45,52,52,12.97,11,28,
12-3,13:40:45,52,52,12.98,11,28,
12-3,13:40:46,53,53,12.98,11,28,
12-3,13:40:46,53,53,12.99,11,28,
12-3,13:40:47,53,53,12.99,11,28,
12-3,13:40:47,53,53,12.99,11,28,
12-3,13:40:48,53,53,12.98,11,28,
12-3,13:40:48,53,53,12.97,11,28,
12-3,13:40:49,54,54,12.98,11,28,
12-3,13:40:49,54,54,13,11,28,
12-3,13:40:50,55,55,12.99,11,28,
12-3,13:40:50,54,54,12.97,11,28,
12-3,13:40:51,54,54,12.96,11,28,
12-3,13:40:51,54,54,12.97,11,28,
12-3,13:40:52,54,54,12.96,11,28,
12-3,13:40:52,54,54,12.95,11,28,
12-3,13:40:53,55,55,12.97,11,28,
12-3,13:40:53,55,55,12.97,11,28,
12-3,13:40:54,56,56,12.98,11,28,
12-3,13:40:54,55,55,12.96,11,28,
12-3,13:40:55,56,56,12.99,11,28,
12-3,13:40:55,55,55,13.06,11,28,
12-3,13:40:56,56,56,13,11,28,
12-3,13:40:56,56,56,13.02,11,28,
12-3,13:40:57,59,59,13.06,11,28,
12-3,13:40:57,58,58,13.05,11,28,
12-3,13:40:58,56,56,12.99,11,28,
12-3,13:40:58,56,56,12.98,11,28,
12-3,13:40:59,55,55,12.98,11,28,
12-3,13:40:59,56,56,12.99,11,28,
12-3,13:41:0,55,55,12.98,11,28,
12-3,13:41:0,56,56,13.03,11,28,
12-3,13:41:1,55,55,13.03,11,28,
12-3,13:41:1,56,56,13.02,11,28,
12-3,13:41:2,55,55,12.98,11,28,
12-3,13:41:2,55,55,13.01,11,28,
12-3,13:41:3,56,56,13.02,11,28,
12-3,13:41:3,53,53,12.96,11,28,
12-3,13:41:4,54,54,13.03,11,28,
12-3,13:41:4,54,54,13.03,11,28,
12-3,13:41:5,54,54,12.99,11,28,
12-3,13:41:5,53,53,12.96,11,28,
12-3,13:41:6,53,53,12.99,11,28,
12-3,13:41:6,54,54,13.03,11,28,
12-3,13:41:7,52,52,13.01,11,28,
12-3,13:41:7,51,51,12.97,11,28,
12-3,13:41:8,51,51,12.97,11,28,
12-3,13:41:8,51,51,13.05,11,28,
12-3,13:41:9,50,50,13,11,28,
12-3,13:41:9,50,50,13,11,28,
12-3,13:41:10,52,52,13,11,28,
12-3,13:41:10,50,50,12.98,11,28,
12-3,13:41:11,49,49,12.96,11,28,
12-3,13:41:11,47,47,12.95,11,28,
12-3,13:41:12,47,47,12.96,11,28,
12-3,13:41:12,49,49,12.95,11,28,
12-3,13:41:13,49,49,12.96,11,28,
12-3,13:41:13,48,48,12.96,11,28,
12-3,13:41:14,47,47,12.95,11,28,
12-3,13:41:14,47,47,12.94,11,28,
12-3,13:41:15,49,49,12.98,11,28,
12-3,13:41:15,49,49,13.03,11,28,
12-3,13:41:16,49,49,13.02,11,28,
12-3,13:41:16,50,50,13.04,11,28,
12-3,13:41:17,46,46,12.98,11,28,
12-3,13:41:17,46,46,13.01,11,28,
12-3,13:41:18,45,45,12.99,11,28,
12-3,13:41:18,45,45,12.97,11,28,
12-3,13:41:19,44,44,12.98,11,28,
12-3,13:41:19,44,44,12.99,11,28,
12-3,13:41:20,42,42,12.97,11,28,
12-3,13:41:20,43,43,12.99,11,28,
12-3,13:41:21,43,43,12.98,11,28,
12-3,13:41:21,41,41,12.97,11,28,
12-3,13:41:22,41,41,12.97,11,28,
12-3,13:41:22,43,43,13,11,28,
12-3,13:41:23,42,42,12.98,11,28,
12-3,13:41:23,42,42,12.99,11,28,
12-3,13:41:24,41,41,12.93,11,28,
12-3,13:41:24,44,44,12.98,11,28,
12-3,13:41:25,46,46,13.04,11,28,
12-3,13:41:25,43,43,13,11,28,
12-3,13:41:26,45,45,13.02,11,28,
12-3,13:41:26,45,45,12.98,11,28,
12-3,13:41:27,44,44,13.01,11,28,
12-3,13:41:27,47,47,13.06,11,28,
12-3,13:41:28,46,46,12.97,11,28,
12-3,13:41:28,44,44,13,11,28,
12-3,13:41:29,48,48,13.04,11,28,
12-3,13:41:29,49,49,12.98,11,28,
12-3,13:41:30,48,48,13.02,11,28,
12-3,13:41:30,48,48,12.99,11,28,
12-3,13:41:31,50,50,12.95,11,28,
12-3,13:41:31,48,48,13.01,11,28,
12-3,13:41:32,49,49,13.03,11,28,
12-3,13:41:32,50,50,13,11,28,
12-3,13:41:33,51,51,12.97,11,28,
12-3,13:41:33,51,51,12.99,11,28,
12-3,13:41:34,51,51,12.98,11,28,
12-3,13:41:34,51,51,12.98,11,28,
12-3,13:41:35,51,51,12.99,11,28,
12-3,13:41:35,52,52,13.01,11,28,
12-3,13:41:36,52,52,13.03,11,28,
12-3,13:41:36,52,52,13.05,11,28,
12-3,13:41:37,52,52,13.01,11,28,
12-3,13:41:37,51,51,13.04,11,28,
12-3,13:41:38,50,50,13,11,28,
12-3,13:41:38,52,52,13.03,11,28,
12-3,13:41:39,51,51,13.01,11,28,
12-3,13:41:39,52,52,13.06,11,28,
12-3,13:41:40,50,50,13.06,11,28,
12-3,13:41:40,51,51,13.03,11,28,
12-3,13:41:41,51,51,13,11,28,
12-3,13:41:41,50,50,12.99,11,28,
12-3,13:41:42,50,50,12.98,11,28,
12-3,13:41:42,50,50,13,11,28,
12-3,13:41:43,50,50,13,11,28,
12-3,13:41:43,50,50,13,11,28,
12-3,13:41:44,50,50,13.01,11,28,
12-3,13:41:44,51,51,13.02,11,28,
12-3,13:41:45,51,51,13.03,11,28,
12-3,13:41:45,50,50,13,11,28,
12-3,13:41:46,50,50,13.01,11,28,
12-3,13:41:46,50,50,13.04,11,28,
12-3,13:41:47,50,50,13.03,11,28,
12-3,13:41:47,50,50,13.01,11,28,
12-3,13:41:48,49,49,12.99,11,28,
12-3,13:41:48,49,49,13.03,11,28,
12-3,13:41:49,49,49,13.03,11,28,
12-3,13:41:49,47,47,13.02,11,28,
12-3,13:41:50,49,49,13.04,11,28,
12-3,13:41:50,47,47,13.02,11,28,
12-3,13:41:51,47,47,13.04,11,28,
12-3,13:41:51,46,46,13.02,11,28,
12-3,13:41:52,46,46,13.02,11,28,
12-3,13:41:52,47,47,13.06,11,28,
12-3,13:41:53,46,46,13.05,11,28,
12-3,13:41:53,46,46,13.05,11,28,
12-3,13:41:54,45,45,13.04,11,28,
12-3,13:41:54,45,45,13.04,11,28,
12-3,13:41:55,46,46,13.05,11,28,
12-3,13:41:55,44,44,13.03,11,28,
12-3,13:41:56,45,45,13.05,11,28,
12-3,13:41:56,45,45,13.07,11,28,
12-3,13:41:57,43,43,13.03,11,28,
12-3,13:41:57,44,44,13.04,11,28,
12-3,13:41:58,45,45,13.05,11,28,
12-3,13:41:58,45,45,13.07,11,28,
12-3,13:41:59,44,44,13.05,11,28,
12-3,13:41:59,45,45,13.06,11,28,
12-3,13:42:0,46,46,13.07,11,28,
12-3,13:42:0,44,44,13.04,11,28,
12-3,13:42:1,46,46,13.06,11,28,
12-3,13:42:1,45,45,13.05,11,28,
12-3,13:42:2,45,45,13.04,11,28,
12-3,13:42:2,46,46,13.03,11,28,
12-3,13:42:3,44,44,13.01,11,28,
12-3,13:42:3,44,44,13.04,11,28,
12-3,13:42:4,43,43,13.05,11,28,
12-3,13:42:4,46,46,13.04,11,28,
12-3,13:42:5,48,48,13.09,11,28,
12-3,13:42:5,48,48,13.03,11,28,
12-3,13:42:6,49,49,13.07,11,28,
12-3,13:42:6,48,48,13.04,11,28,
12-3,13:42:7,48,48,13.03,11,28,
12-3,13:42:7,50,50,13.05,11,28,
12-3,13:42:8,49,49,13,11,28,
12-3,13:42:8,50,50,13.05,11,28,
12-3,13:42:9,52,52,13.07,11,28,
12-3,13:42:9,52,52,13.01,11,28,
12-3,13:42:10,54,54,13.07,11,28,
12-3,13:42:10,52,52,13,11,28,
12-3,13:42:11,53,53,13.01,11,28,
12-3,13:42:11,55,55,13.09,11,28,
12-3,13:42:12,53,53,13.01,11,28,
12-3,13:42:12,53,53,13.01,11,28,
12-3,13:42:13,54,54,13.04,11,28,
12-3,13:42:13,53,53,12.98,11,28,
12-3,13:42:14,53,53,12.99,11,28,
12-3,13:42:14,54,54,13.01,11,28,
12-3,13:42:15,55,55,13.04,11,28,
12-3,13:42:15,54,54,13.02,11,28,
12-3,13:42:16,54,54,13.02,11,28,
12-3,13:42:16,54,54,13.03,11,28,
12-3,13:42:17,53,53,13.02,11,28,
12-3,13:42:17,54,54,13.02,11,28,
12-3,13:42:18,54,54,13.06,11,28,
12-3,13:42:18,52,52,13,11,28,
12-3,13:42:19,53,53,13.01,11,28,
12-3,13:42:19,52,52,13,11,28,
12-3,13:42:20,51,51,13.01,11,28,
12-3,13:42:20,52,52,13.03,11,28,
12-3,13:42:21,52,52,13,11,28,
12-3,13:42:21,52,52,13.01,11,28,
12-3,13:42:22,53,53,13.03,11,28,
12-3,13:42:22,52,52,13.03,11,28,
12-3,13:42:23,51,51,13.02,11,28,
12-3,13:42:23,51,51,13.02,11,28,
12-3,13:42:24,50,50,13.01,11,28,
12-3,13:42:24,50,50,13.03,11,28,
12-3,13:42:25,50,50,13.03,11,28,
12-3,13:42:25,50,50,13.03,11,28,
12-3,13:42:26,49,49,13.02,11,28,
12-3,13:42:26,48,48,13.01,11,28,
12-3,13:42:27,48,48,13.02,11,28,
12-3,13:42:27,47,47,13.02,11,28,
12-3,13:42:28,47,47,13.01,11,28,
12-3,13:42:28,45,45,13.04,11,28,
12-3,13:42:29,46,46,13.05,11,28,
12-3,13:42:29,45,45,13.03,11,28,
12-3,13:42:30,44,44,13.03,11,28,
12-3,13:42:30,45,45,13.04,11,28,
12-3,13:42:31,43,43,13.03,11,28,
12-3,13:42:31,43,43,13.04,11,28,
12-3,13:42:32,43,43,13.05,11,28,
12-3,13:42:32,43,43,13.04,11,28,
12-3,13:42:33,45,45,13.06,11,28,
12-3,13:42:33,45,45,13.06,11,28,
12-3,13:42:34,45,45,13.06,11,28,
12-3,13:42:34,43,43,13.04,11,28,
12-3,13:42:35,43,43,13.02,11,28,
12-3,13:42:35,45,45,13.04,11,28,
12-3,13:42:36,44,44,13.02,11,28,
12-3,13:42:36,45,45,13.04,11,28,
12-3,13:42:37,45,45,13.04,11,28,
12-3,13:42:37,45,45,13.04,11,28,
12-3,13:42:38,44,44,13.03,11,28,
12-3,13:42:38,46,46,13.05,11,28,
12-3,13:42:39,43,43,13.04,11,28,
12-3,13:42:39,44,44,13.04,11,28,
12-3,13:42:40,43,43,13.04,11,28,
12-3,13:42:40,44,44,13.05,11,28,
12-3,13:42:41,44,44,13.05,11,28,
12-3,13:42:41,45,45,13.05,11,28,
12-3,13:42:42,45,45,13.05,11,28,
12-3,13:42:42,47,47,13.08,11,28,
12-3,13:42:43,47,47,13.1,11,28,
12-3,13:42:43,45,45,13.08,11,28,
12-3,13:42:44,47,47,13.08,11,28,
12-3,13:42:44,48,48,13.1,11,28,
12-3,13:42:45,47,47,13.08,11,28,
12-3,13:42:45,47,47,13.08,11,28,
12-3,13:42:46,47,47,13.09,11,28,
12-3,13:42:46,48,48,13.09,11,28,
12-3,13:42:47,48,48,13.1,11,28,
12-3,13:42:47,47,47,13.09,11,28,
12-3,13:42:48,47,47,13.08,11,28,
12-3,13:42:48,48,48,13.1,11,28,
12-3,13:42:49,48,48,13.11,11,28,
12-3,13:42:49,47,47,13.09,11,28,
12-3,13:42:50,47,47,13.08,11,28,
12-3,13:42:50,48,48,13.1,11,28,
12-3,13:42:51,48,48,13.11,11,28,
12-3,13:42:51,48,48,13.1,11,28,
12-3,13:42:52,48,48,13.1,11,28,
12-3,13:42:52,48,48,13.1,11,28,
12-3,13:42:53,47,47,13.09,11,28,
12-3,13:42:53,46,46,13.09,11,28,
12-3,13:42:54,47,47,13.08,11,28,
12-3,13:42:54,46,46,13.09,11,28,
12-3,13:42:55,46,46,13.08,11,28,
12-3,13:42:55,47,47,13.09,11,28,
12-3,13:42:56,47,47,13.08,11,28,
12-3,13:42:56,47,47,13.08,11,28,
12-3,13:42:57,47,47,13.08,11,28,
12-3,13:42:57,48,48,13.1,11,28,
12-3,13:42:58,49,49,13.09,11,28,
12-3,13:42:58,48,48,13.08,11,28,
12-3,13:42:59,49,49,13.09,11,28,
12-3,13:42:59,50,50,13.09,11,28,
12-3,13:43:0,50,50,13.1,11,28,
12-3,13:43:0,51,51,13.07,11,28,
12-3,13:43:1,50,50,13.05,11,28,
12-3,13:43:1,51,51,13.05,11,28,
12-3,13:43:2,49,49,13.05,11,28,
12-3,13:43:2,50,50,13.04,11,28,
12-3,13:43:3,49,49,13.01,11,28,
12-3,13:43:3,51,51,13.05,11,28,
12-3,13:43:4,51,51,13.07,11,28,
12-3,13:43:4,52,52,13.08,11,28,
12-3,13:43:5,53,53,13.06,11,28,
12-3,13:43:5,53,53,13.06,11,28,
12-3,13:43:6,51,51,13.05,11,28,
12-3,13:43:6,52,52,13.05,11,28,
12-3,13:43:7,53,53,13.08,11,28,
12-3,13:43:7,51,51,13.1,11,28,
12-3,13:43:8,52,52,13.07,11,28,
12-3,13:43:8,52,52,13.04,11,28,
12-3,13:43:9,53,53,13.04,11,28,
12-3,13:43:9,54,54,13.02,11,28,
12-3,13:43:10,52,52,13,11,28,
12-3,13:43:10,51,51,13.04,11,28,
12-3,13:43:11,50,50,13.04,11,28,
12-3,13:43:11,51,51,13.05,11,28,
12-3,13:43:12,51,51,13.05,11,28,
12-3,13:43:12,50,50,13.04,11,28,
12-3,13:43:13,50,50,13.05,11,28,
12-3,13:43:13,50,50,13.03,11,28,
12-3,13:43:14,50,50,13.04,11,28,
12-3,13:43:14,52,52,13.08,11,28,
12-3,13:43:15,48,48,13.02,11,28,
12-3,13:43:15,50,50,13.04,11,28,
12-3,13:43:16,50,50,13.04,11,28,
12-3,13:43:16,51,51,13.08,11,28,
12-3,13:43:17,49,49,13.06,11,28,
12-3,13:43:17,50,50,13.09,11,28,
12-3,13:43:18,50,50,13.08,11,28,
12-3,13:43:18,51,51,13.09,11,28,
12-3,13:43:19,51,51,13.1,11,28,
12-3,13:43:19,50,50,13.09,11,28,
12-3,13:43:20,48,48,13.08,11,28,
12-3,13:43:20,48,48,13.1,11,28,
12-3,13:43:21,47,47,13.04,11,28,
12-3,13:43:21,47,47,13.02,11,28,
12-3,13:43:22,46,46,13.03,11,28,
12-3,13:43:22,45,45,13.05,11,28,
12-3,13:43:23,46,46,13.03,11,28,
12-3,13:43:23,48,48,13.08,11,28,
12-3,13:43:24,46,46,13.09,11,28,
12-3,13:43:24,46,46,13.06,11,28,
12-3,13:43:25,47,47,13.03,11,28,
12-3,13:43:25,47,47,13.07,11,28,
12-3,13:43:26,47,47,13.07,11,28,
12-3,13:43:26,47,47,13.07,11,28,
12-3,13:43:27,48,48,13.09,11,28,
12-3,13:43:27,47,47,13.08,11,28,
12-3,13:43:28,47,47,13.08,11,28,
12-3,13:43:28,46,46,13.06,11,28,
12-3,13:43:29,46,46,13.08,11,28,
12-3,13:43:29,44,44,13.1,11,28,
12-3,13:43:30,44,44,13.05,11,28,
12-3,13:43:30,46,46,13.06,11,28,
12-3,13:43:31,47,47,13.09,11,28,
12-3,13:43:31,47,47,13.1,11,28,
12-3,13:43:32,46,46,13.08,11,28,
12-3,13:43:32,46,46,13.08,11,28,
12-3,13:43:33,46,46,13.07,11,28,
12-3,13:43:33,47,47,13.08,11,28,
12-3,13:43:34,47,47,13.08,11,28,
12-3,13:43:34,45,45,13.02,11,28,
12-3,13:43:35,45,45,13.02,11,28,
12-3,13:43:35,46,46,13.07,11,28,
12-3,13:43:36,45,45,13.07,11,28,
12-3,13:43:36,45,45,13.07,11,28,
12-3,13:43:37,46,46,13.09,11,28,
12-3,13:43:37,46,46,13.06,11,28,
12-3,13:43:38,45,45,13.05,11,28,
12-3,13:43:38,45,45,13.05,11,28,
12-3,13:43:39,45,45,13.07,11,28,
12-3,13:43:39,46,46,13.08,11,28,
12-3,13:43:40,44,44,13.05,11,28,
12-3,13:43:40,46,46,13.06,11,28,
12-3,13:43:41,46,46,13.07,11,28,
