SensorID: 5417,
Firmware Version: 1.4.8,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
12-11,8:44:8,28,26,13.38,13,30,
12-11,8:44:9,25,27,13.38,13,30,
12-11,8:44:10,24,26,13.38,13,30,
12-11,8:44:11,24,26,13.38,13,30,
12-11,8:44:12,26,25,13.38,13,30,
12-11,8:44:13,26,25,13.38,13,30,
12-11,8:44:14,26,25,13.38,13,30,
12-11,8:44:15,25,26,13.38,13,30,
12-11,8:44:16,27,26,13.39,13,30,
12-11,8:44:17,25,26,13.39,13,30,
12-11,8:44:18,28,26,13.39,13,30,
12-11,8:44:19,25,26,13.38,13,30,
12-11,8:44:20,29,27,13.39,13,30,
12-11,8:44:21,25,26,13.38,13,30,
12-11,8:44:22,27,27,13.39,13,30,
12-11,8:44:23,26,26,13.38,13,30,
12-11,8:44:24,30,27,13.38,13,30,
12-11,8:44:25,30,28,13.38,13,30,
12-11,8:44:26,27,28,13.38,13,30,
12-11,8:44:27,29,28,13.38,13,30,
12-11,8:44:28,28,29,13.38,13,30,
12-11,8:44:29,25,28,13.38,13,30,
12-11,8:44:30,26,27,13.37,13,30,
12-11,8:44:31,30,28,13.38,13,30,
12-11,8:44:32,29,28,13.38,13,30,
12-11,8:44:33,31,28,13.38,13,30,
12-11,8:44:34,32,30,13.38,13,30,
12-11,8:44:35,34,31,13.39,13,30,
12-11,8:44:36,33,32,13.39,13,30,
12-11,8:44:37,35,33,13.39,13,30,
12-11,8:44:38,36,34,13.39,13,30,
12-11,8:44:39,35,35,13.38,13,30,
12-11,8:44:40,37,35,13.38,13,30,
12-11,8:44:41,41,37,13.38,13,30,
12-11,8:44:42,40,38,13.38,13,30,
12-11,8:44:43,41,39,13.37,13,30,
12-11,8:44:44,41,40,13.38,13,30,
12-11,8:44:45,44,42,13.38,13,30,
12-11,8:44:46,44,42,13.37,13,30,
12-11,8:44:47,47,43,13.36,13,30,
12-11,8:44:48,46,44,13.36,13,30,
12-11,8:44:49,45,45,13.35,13,30,
12-11,8:44:50,46,45,13.35,13,30,
12-11,8:44:51,45,46,13.34,13,30,
12-11,8:44:52,45,45,13.34,13,30,
12-11,8:44:53,47,45,13.34,13,30,
12-11,8:44:54,48,46,13.34,13,30,
12-11,8:44:55,48,47,13.34,13,30,
12-11,8:44:56,50,48,13.34,13,30,
12-11,8:44:57,49,48,13.33,13,30,
12-11,8:44:58,49,49,13.32,13,30,
12-11,8:44:59,47,49,13.33,13,30,
12-11,8:45:0,48,49,13.33,13,30,
12-11,8:45:1,48,48,13.33,13,30,
12-11,8:45:2,47,48,13.34,13,30,
12-11,8:45:3,47,47,13.35,13,30,
12-11,8:45:4,47,47,13.35,13,30,
12-11,8:45:5,46,47,13.33,13,30,
12-11,8:45:6,47,47,13.32,13,30,
12-11,8:45:7,47,47,13.3,13,30,
12-11,8:45:8,49,47,13.28,13,30,
12-11,8:45:9,48,47,13.26,13,30,
12-11,8:45:10,47,48,13.26,13,30,
12-11,8:45:11,45,47,13.27,13,30,
12-11,8:45:12,44,46,13.28,13,30,
12-11,8:45:13,42,45,13.29,13,30,
12-11,8:45:14,43,44,13.29,13,30,
12-11,8:45:15,46,44,13.29,13,30,
12-11,8:45:16,47,45,13.28,13,30,
12-11,8:45:17,49,46,13.27,13,30,
12-11,8:45:18,48,47,13.27,13,30,
12-11,8:45:19,48,48,13.26,13,30,
12-11,8:45:20,48,48,13.26,13,30,
12-11,8:45:21,47,48,13.26,13,30,
12-11,8:45:22,47,48,13.28,13,30,
12-11,8:45:23,48,48,13.28,13,30,
12-11,8:45:24,50,48,13.28,13,30,
12-11,8:45:25,52,49,13.28,13,30,
12-11,8:45:26,53,50,13.27,13,30,
12-11,8:45:27,52,51,13.26,13,30,
12-11,8:45:28,52,52,13.24,13,30,
12-11,8:45:29,51,52,13.24,13,30,
12-11,8:45:30,48,51,13.25,13,30,
12-11,8:45:31,47,50,13.25,13,30,
12-11,8:45:32,48,49,13.27,13,30,
12-11,8:45:33,49,49,13.3,13,30,
12-11,8:45:34,50,49,13.31,13,30,
12-11,8:45:35,51,49,13.32,13,30,
12-11,8:45:36,49,49,13.33,13,30,
12-11,8:45:37,47,49,13.33,13,30,
12-11,8:45:38,46,48,13.33,13,30,
12-11,8:45:39,46,48,13.33,13,30,
12-11,8:45:40,47,47,13.33,13,30,
12-11,8:45:41,46,47,13.33,13,30,
12-11,8:45:42,45,46,13.32,13,30,
12-11,8:45:43,46,46,13.32,13,30,
12-11,8:45:44,46,46,13.32,13,30,
12-11,8:45:45,47,46,13.32,13,30,
12-11,8:45:46,48,47,13.33,13,30,
12-11,8:45:47,47,47,13.33,13,30,
12-11,8:45:48,50,48,13.33,13,30,
12-11,8:45:49,49,48,13.33,13,30,
12-11,8:45:50,48,48,13.32,13,30,
12-11,8:45:51,47,48,13.32,13,30,
12-11,8:45:52,46,48,13.33,13,30,
12-11,8:45:53,44,47,13.33,13,30,
12-11,8:45:54,44,46,13.33,13,30,
12-11,8:45:55,44,45,13.33,13,30,
12-11,8:45:56,46,45,13.33,13,30,
12-11,8:45:57,49,45,13.32,13,30,
12-11,8:45:58,49,46,13.31,13,30,
12-11,8:45:59,49,47,13.31,13,30,
12-11,8:46:0,49,48,13.31,13,30,
12-11,8:46:1,50,49,13.32,13,30,
12-11,8:46:2,50,49,13.32,13,30,
12-11,8:46:3,49,49,13.32,13,30,
12-11,8:46:4,49,49,13.31,13,30,
12-11,8:46:5,49,49,13.3,13,30,
12-11,8:46:6,51,50,13.29,13,30,
12-11,8:46:7,51,50,13.28,13,30,
12-11,8:46:8,50,50,13.27,13,30,
12-11,8:46:9,50,50,13.26,13,30,
12-11,8:46:10,50,51,13.25,13,30,
12-11,8:46:11,50,50,13.25,13,30,
12-11,8:46:12,51,50,13.24,13,30,
12-11,8:46:13,51,50,13.25,13,30,
12-11,8:46:14,51,50,13.25,13,30,
12-11,8:46:15,50,51,13.25,13,30,
12-11,8:46:16,50,51,13.25,13,30,
12-11,8:46:17,53,51,13.25,13,30,
12-11,8:46:18,53,52,13.24,13,30,
12-11,8:46:19,52,52,13.24,13,30,
12-11,8:46:20,52,52,13.24,13,30,
12-11,8:46:21,52,52,13.24,13,30,
12-11,8:46:22,52,52,13.25,13,30,
12-11,8:46:23,48,51,13.26,13,30,
12-11,8:46:24,47,50,13.27,13,30,
12-11,8:46:25,47,49,13.29,13,30,
12-11,8:46:26,46,48,13.31,13,30,
12-11,8:46:27,46,47,13.32,13,30,
12-11,8:46:28,45,46,13.32,13,30,
12-11,8:46:29,47,46,13.33,13,30,
12-11,8:46:30,47,46,13.33,13,30,
12-11,8:46:31,49,47,13.32,13,30,
12-11,8:46:32,51,48,13.3,13,30,
12-11,8:46:33,52,49,13.3,13,30,
12-11,8:46:34,54,51,13.28,13,30,
12-11,8:46:35,54,52,13.26,13,30,
12-11,8:46:36,55,53,13.26,13,30,
12-11,8:46:37,55,54,13.26,13,30,
12-11,8:46:38,52,54,13.25,13,30,
12-11,8:46:39,52,54,13.26,13,30,
12-11,8:46:40,51,53,13.27,13,30,
12-11,8:46:41,51,52,13.27,13,30,
12-11,8:46:42,52,52,13.27,13,30,
12-11,8:46:43,53,52,13.27,13,30,
12-11,8:46:44,53,52,13.26,13,30,
12-11,8:46:45,55,53,13.26,13,30,
12-11,8:46:46,57,54,13.26,13,30,
12-11,8:46:47,55,55,13.25,13,30,
12-11,8:46:48,55,55,13.25,13,30,
12-11,8:46:49,54,55,13.25,13,30,
12-11,8:46:50,55,55,13.25,13,30,
12-11,8:46:51,54,55,13.25,13,30,
12-11,8:46:52,53,54,13.25,13,30,
12-11,8:46:53,50,53,13.25,13,30,
12-11,8:46:54,52,53,13.26,13,30,
12-11,8:46:55,54,53,13.26,13,30,
12-11,8:46:56,52,52,13.26,13,30,
12-11,8:46:57,52,52,13.26,13,30,
12-11,8:46:58,52,52,13.26,13,30,
12-11,8:46:59,52,52,13.26,13,30,
12-11,8:47:0,52,52,13.25,13,30,
12-11,8:47:1,52,52,13.24,13,30,
12-11,8:47:2,52,52,13.25,13,30,
12-11,8:47:3,52,52,13.24,13,30,
12-11,8:47:4,51,52,13.24,13,30,
12-11,8:47:5,52,52,13.25,13,30,
12-11,8:47:6,53,52,13.25,13,30,
12-11,8:47:7,52,52,13.25,13,30,
12-11,8:47:8,49,51,13.25,13,30,
12-11,8:47:9,50,51,13.25,13,30,
12-11,8:47:10,50,51,13.25,13,30,
12-11,8:47:11,52,51,13.25,13,30,
12-11,8:47:12,50,50,13.24,13,30,
12-11,8:47:13,53,51,13.25,13,30,
12-11,8:47:14,53,51,13.25,13,30,
12-11,8:47:15,53,52,13.25,13,30,
12-11,8:47:16,53,52,13.25,13,30,
12-11,8:47:17,51,52,13.25,13,30,
12-11,8:47:18,52,52,13.25,13,30,
12-11,8:47:19,52,52,13.25,13,30,
12-11,8:47:20,51,52,13.25,13,30,
12-11,8:47:21,51,51,13.26,13,30,
12-11,8:47:22,50,51,13.26,13,30,
12-11,8:47:23,50,51,13.27,13,30,
12-11,8:47:24,51,51,13.27,13,30,
12-11,8:47:25,50,50,13.27,13,30,
12-11,8:47:26,48,50,13.27,13,30,
12-11,8:47:27,49,50,13.27,13,30,
12-11,8:47:28,52,50,13.26,13,30,
12-11,8:47:29,49,49,13.25,13,30,
12-11,8:47:30,52,50,13.25,13,30,
12-11,8:47:31,53,51,13.26,13,30,
12-11,8:47:32,54,52,13.27,13,30,
12-11,8:47:33,53,52,13.27,13,30,
12-11,8:47:34,53,53,13.28,13,30,
12-11,8:47:35,54,53,13.28,13,30,
12-11,8:47:36,52,53,13.28,13,30,
12-11,8:47:37,52,53,13.28,13,30,
12-11,8:47:38,52,53,13.28,13,30,
12-11,8:47:39,52,53,13.28,13,30,
12-11,8:47:40,51,52,13.28,13,30,
12-11,8:47:41,50,52,13.29,13,30,
12-11,8:47:42,51,51,13.29,13,30,
12-11,8:47:43,50,51,13.3,13,30,
12-11,8:47:44,50,50,13.3,13,30,
12-11,8:47:45,49,50,13.31,13,30,
12-11,8:47:46,47,49,13.32,13,30,
12-11,8:47:47,46,48,13.32,13,30,
12-11,8:47:48,48,48,13.32,13,30,
12-11,8:47:49,45,47,13.33,13,30,
12-11,8:47:50,43,46,13.32,13,30,
12-11,8:47:51,45,45,13.32,13,30,
12-11,8:47:52,44,45,13.33,13,30,
12-11,8:47:53,45,44,13.33,13,30,
12-11,8:47:54,45,44,13.33,13,30,
12-11,8:47:55,45,45,13.34,13,30,
12-11,8:47:56,44,45,13.34,13,30,
12-11,8:47:57,44,45,13.34,13,30,
12-11,8:47:58,47,45,13.34,13,30,
12-11,8:47:59,46,45,13.33,13,30,
12-11,8:48:0,47,46,13.33,13,30,
12-11,8:48:1,44,46,13.33,13,30,
12-11,8:48:2,45,46,13.32,13,30,
12-11,8:48:3,46,46,13.31,13,30,
12-11,8:48:4,44,45,13.31,13,30,
12-11,8:48:5,46,45,13.31,13,30,
12-11,8:48:6,46,46,13.32,13,30,
12-11,8:48:7,46,46,13.32,13,30,
12-11,8:48:8,48,46,13.33,13,30,
12-11,8:48:9,47,47,13.33,13,30,
12-11,8:48:10,45,46,13.32,13,30,
12-11,8:48:11,45,46,13.32,13,30,
12-11,8:48:12,42,45,13.33,13,30,
12-11,8:48:13,44,44,13.34,13,30,
12-11,8:48:14,41,43,13.34,13,30,
12-11,8:48:15,45,43,13.35,13,30,
12-11,8:48:16,42,43,13.35,13,30,
12-11,8:48:17,44,43,13.35,13,30,
12-11,8:48:18,44,43,13.34,13,30,
12-11,8:48:19,42,43,13.34,13,30,
12-11,8:48:20,42,43,13.33,13,30,
12-11,8:48:21,44,43,13.33,13,30,
12-11,8:48:22,43,43,13.34,13,30,
12-11,8:48:23,43,43,13.33,13,30,
12-11,8:48:24,46,44,13.34,13,30,
12-11,8:48:25,45,44,13.34,13,30,
12-11,8:48:26,44,44,13.33,13,30,
12-11,8:48:27,45,45,13.32,13,30,
12-11,8:48:28,46,45,13.33,13,30,
12-11,8:48:29,43,45,13.32,13,30,
12-11,8:48:30,42,44,13.31,13,30,
12-11,8:48:31,43,44,13.32,13,30,
12-11,8:48:32,42,43,13.32,13,30,
12-11,8:48:33,42,43,13.32,13,30,
12-11,8:48:34,42,42,13.32,13,30,
12-11,8:48:35,43,42,13.33,13,30,
12-11,8:48:36,42,42,13.33,13,30,
12-11,8:48:37,42,42,13.33,13,30,
12-11,8:48:38,43,42,13.33,13,30,
12-11,8:48:39,42,42,13.33,13,30,
12-11,8:48:40,40,42,13.33,13,30,
12-11,8:48:41,42,42,13.34,13,30,
12-11,8:48:42,41,42,13.34,13,30,
12-11,8:48:43,43,42,13.34,13,30,
12-11,8:48:44,42,42,13.33,13,30,
12-11,8:48:45,42,42,13.33,13,30,
12-11,8:48:46,43,42,13.33,13,30,
12-11,8:48:47,40,42,13.33,13,30,
12-11,8:48:48,41,42,13.33,13,30,
12-11,8:48:49,43,42,13.33,13,30,
12-11,8:48:50,42,42,13.34,13,30,
12-11,8:48:51,41,42,13.34,13,30,
12-11,8:48:52,40,42,13.34,13,30,
12-11,8:48:53,41,41,13.34,13,30,
12-11,8:48:54,41,41,13.34,13,30,
12-11,8:48:55,40,41,13.34,13,30,
12-11,8:48:56,38,40,13.34,13,30,
12-11,8:48:57,42,41,13.34,13,30,
12-11,8:48:58,41,41,13.34,13,30,
12-11,8:48:59,39,40,13.34,13,30,
12-11,8:49:0,37,40,13.34,13,30,
12-11,8:49:1,37,39,13.34,13,30,
12-11,8:49:2,40,39,13.34,13,30,
12-11,8:49:3,40,39,13.34,13,30,
12-11,8:49:4,42,39,13.33,13,30,
12-11,8:49:5,43,40,13.33,13,30,
12-11,8:49:6,41,41,13.33,13,30,
12-11,8:49:7,41,41,13.33,13,30,
12-11,8:49:8,39,41,13.33,13,30,
12-11,8:49:9,41,41,13.33,13,30,
12-11,8:49:10,41,41,13.33,13,30,
12-11,8:49:11,43,41,13.34,13,30,
12-11,8:49:12,41,41,13.34,13,30,
12-11,8:49:13,42,41,13.34,13,30,
12-11,8:49:14,40,41,13.34,13,30,
12-11,8:49:15,42,41,13.34,13,30,
12-11,8:49:16,41,41,13.33,13,30,
12-11,8:49:17,43,41,13.34,13,30,
12-11,8:49:18,43,42,13.33,13,30,
12-11,8:49:19,41,42,13.33,13,30,
12-11,8:49:20,43,42,13.34,13,30,
12-11,8:49:21,43,43,13.34,13,30,
12-11,8:49:22,44,43,13.34,13,30,
12-11,8:49:23,42,43,13.34,13,30,
12-11,8:49:24,42,43,13.34,13,30,
12-11,8:49:25,44,43,13.33,13,30,
12-11,8:49:26,43,43,13.33,13,30,
12-11,8:49:27,45,43,13.33,13,30,
12-11,8:49:28,42,43,13.32,13,30,
12-11,8:49:29,44,44,13.32,13,30,
12-11,8:49:30,42,43,13.32,13,30,
12-11,8:49:31,44,43,13.32,13,30,
12-11,8:49:32,44,43,13.32,13,30,
12-11,8:49:33,44,44,13.33,13,30,
12-11,8:49:34,42,43,13.33,13,30,
12-11,8:49:35,46,44,13.33,13,30,
12-11,8:49:36,44,44,13.33,13,30,
12-11,8:49:37,47,45,13.33,13,30,
12-11,8:49:38,46,45,13.33,13,30,
12-11,8:49:39,46,46,13.33,13,30,
12-11,8:49:40,45,46,13.32,13,30,
12-11,8:49:41,47,46,13.32,13,30,
12-11,8:49:42,45,46,13.32,13,30,
12-11,8:49:43,46,46,13.32,13,30,
12-11,8:49:44,45,45,13.32,13,30,
12-11,8:49:45,46,46,13.32,13,30,
12-11,8:49:46,48,46,13.33,13,30,
12-11,8:49:47,46,46,13.32,13,30,
12-11,8:49:48,47,46,13.31,13,30,
12-11,8:49:49,47,47,13.31,13,30,
12-11,8:49:50,49,47,13.32,13,30,
12-11,8:49:51,47,47,13.31,13,30,
12-11,8:49:52,45,47,13.31,13,30,
12-11,8:49:53,48,47,13.31,13,30,
12-11,8:49:54,48,47,13.31,13,30,
12-11,8:49:55,48,47,13.3,13,30,
12-11,8:49:56,46,47,13.31,13,30,
12-11,8:49:57,48,48,13.32,13,30,
12-11,8:49:58,47,47,13.32,13,30,
12-11,8:49:59,45,47,13.31,13,30,
12-11,8:50:0,46,47,13.32,13,30,
12-11,8:50:1,47,47,13.32,13,30,
12-11,8:50:2,47,46,13.32,13,30,
12-11,8:50:3,47,46,13.32,13,30,
12-11,8:50:4,47,47,13.33,13,30,
12-11,8:50:5,48,47,13.32,13,30,
12-11,8:50:6,48,47,13.32,13,30,
12-11,8:50:7,45,47,13.32,13,30,
12-11,8:50:8,44,46,13.32,13,30,
12-11,8:50:9,46,46,13.32,13,30,
12-11,8:50:10,46,46,13.32,13,30,
12-11,8:50:11,47,46,13.32,13,30,
12-11,8:50:12,48,46,13.32,13,30,
12-11,8:50:13,47,47,13.32,13,30,
12-11,8:50:14,45,47,13.32,13,30,
12-11,8:50:15,45,46,13.31,13,30,
12-11,8:50:16,46,46,13.31,13,30,
12-11,8:50:17,47,46,13.31,13,30,
12-11,8:50:18,49,46,13.32,13,30,
12-11,8:50:19,49,47,13.32,13,30,
12-11,8:50:20,46,47,13.32,13,30,
12-11,8:50:21,48,48,13.32,13,30,
12-11,8:50:22,45,47,13.31,13,30,
12-11,8:50:23,43,46,13.3,13,30,
12-11,8:50:24,46,46,13.3,13,30,
12-11,8:50:25,47,46,13.31,13,30,
12-11,8:50:26,48,46,13.31,13,30,
12-11,8:50:27,47,46,13.3,13,30,
12-11,8:50:28,48,47,13.3,13,30,
12-11,8:50:29,48,47,13.3,13,30,
12-11,8:50:30,43,47,13.3,13,30,
12-11,8:50:31,44,46,13.29,13,30,
12-11,8:50:32,45,45,13.3,13,30,
12-11,8:50:33,45,45,13.31,13,30,
12-11,8:50:34,44,44,13.31,13,30,
12-11,8:50:35,43,44,13.31,13,30,
12-11,8:50:36,45,44,13.31,13,30,
12-11,8:50:37,45,45,13.32,13,30,
12-11,8:50:38,41,44,13.31,13,30,
12-11,8:50:39,41,43,13.32,13,30,
12-11,8:50:40,42,43,13.33,13,30,
12-11,8:50:41,42,42,13.33,13,30,
12-11,8:50:42,40,41,13.33,13,30,
12-11,8:50:43,42,41,13.33,13,30,
12-11,8:50:44,41,41,13.34,13,30,
12-11,8:50:45,42,41,13.34,13,30,
12-11,8:50:46,42,41,13.34,13,30,
12-11,8:50:47,40,41,13.35,13,30,
12-11,8:50:48,41,41,13.36,13,30,
12-11,8:50:49,41,41,13.36,13,30,
12-11,8:50:50,42,41,13.36,13,30,
12-11,8:50:51,40,41,13.36,13,30,
12-11,8:50:52,43,41,13.36,13,30,
12-11,8:50:53,42,42,13.36,13,30,
12-11,8:50:54,42,42,13.36,13,30,
12-11,8:50:55,42,42,13.36,13,30,
12-11,8:50:56,43,43,13.36,13,30,
12-11,8:50:57,42,42,13.35,13,30,
12-11,8:50:58,42,42,13.34,13,30,
12-11,8:50:59,43,42,13.33,13,30,
12-11,8:51:0,45,43,13.32,13,30,
12-11,8:51:1,46,44,13.31,13,30,
12-11,8:51:2,45,44,13.29,13,30,
12-11,8:51:3,45,45,13.28,13,30,
12-11,8:51:4,44,45,13.28,13,30,
12-11,8:51:5,43,45,13.27,13,30,
12-11,8:51:6,42,44,13.27,13,30,
12-11,8:51:7,43,44,13.28,13,30,
12-11,8:51:8,43,43,13.27,13,30,
12-11,8:51:9,42,43,13.27,13,30,
12-11,8:51:10,43,43,13.27,13,30,
12-11,8:51:11,43,43,13.27,13,30,
12-11,8:51:12,44,43,13.27,13,30,
12-11,8:51:13,45,43,13.27,13,30,
12-11,8:51:14,48,45,13.29,13,30,
12-11,8:51:15,51,46,13.29,13,30,
12-11,8:51:16,52,48,13.3,13,30,
12-11,8:51:17,54,50,13.3,13,30,
12-11,8:51:18,53,52,13.31,13,30,
12-11,8:51:19,54,53,13.3,13,30,
12-11,8:51:20,52,53,13.3,13,30,
12-11,8:51:21,49,53,13.3,13,30,
12-11,8:51:22,49,52,13.3,13,30,
12-11,8:51:23,47,50,13.3,13,30,
12-11,8:51:24,47,49,13.3,13,30,
12-11,8:51:25,47,48,13.3,13,30,
12-11,8:51:26,47,47,13.3,13,30,
12-11,8:51:27,49,47,13.3,13,30,
12-11,8:51:28,50,48,13.31,13,30,
12-11,8:51:29,48,48,13.31,13,30,
12-11,8:51:30,47,48,13.31,13,30,
12-11,8:51:31,47,48,13.31,13,30,
12-11,8:51:32,45,48,13.32,13,30,
12-11,8:51:33,44,46,13.32,13,30,
12-11,8:51:34,45,46,13.32,13,30,
12-11,8:51:35,46,45,13.33,13,30,
12-11,8:51:36,47,45,13.33,13,30,
12-11,8:51:37,47,46,13.33,13,30,
12-11,8:51:38,44,46,13.33,13,30,
12-11,8:51:39,43,45,13.32,13,30,
12-11,8:51:40,43,45,13.33,13,30,
12-11,8:51:41,41,43,13.33,13,30,
12-11,8:51:42,41,42,13.34,13,30,
12-11,8:51:43,43,42,13.34,13,30,
12-11,8:51:44,45,42,13.34,13,30,
12-11,8:51:45,44,43,13.34,13,30,
12-11,8:51:46,41,43,13.33,13,30,
12-11,8:51:47,39,42,13.33,13,30,
12-11,8:51:48,40,42,13.34,13,30,
12-11,8:51:49,39,41,13.34,13,30,
12-11,8:51:50,41,40,13.34,13,30,
12-11,8:51:51,42,40,13.34,13,30,
12-11,8:51:52,41,41,13.35,13,30,
12-11,8:51:53,39,40,13.35,13,30,
12-11,8:51:54,40,41,13.35,13,30,
12-11,8:51:55,40,40,13.35,13,30,
12-11,8:51:56,38,40,13.35,13,30,
12-11,8:51:57,39,39,13.35,13,30,
12-11,8:51:58,41,40,13.35,13,30,
12-11,8:51:59,40,40,13.35,13,30,
12-11,8:52:0,39,39,13.34,13,30,
12-11,8:52:1,40,40,13.35,13,30,
12-11,8:52:2,41,40,13.35,13,30,
12-11,8:52:3,40,40,13.35,13,30,
12-11,8:52:4,41,40,13.35,13,30,
12-11,8:52:5,41,41,13.34,13,30,
12-11,8:52:6,40,41,13.34,13,30,
12-11,8:52:7,42,41,13.34,13,30,
12-11,8:52:8,42,41,13.34,13,30,
12-11,8:52:9,43,42,13.34,13,30,
12-11,8:52:10,42,42,13.33,13,30,
12-11,8:52:11,43,42,13.34,13,30,
12-11,8:52:12,42,43,13.34,13,30,
12-11,8:52:13,44,43,13.33,13,30,
12-11,8:52:14,43,43,13.33,13,30,
12-11,8:52:15,45,44,13.33,13,30,
12-11,8:52:16,45,44,13.33,13,30,
12-11,8:52:17,45,45,13.33,13,30,
12-11,8:52:18,45,45,13.33,13,30,
12-11,8:52:19,46,45,13.33,13,30,
12-11,8:52:20,45,45,13.33,13,30,
12-11,8:52:21,45,45,13.33,13,30,
12-11,8:52:22,44,45,13.33,13,30,
12-11,8:52:23,46,45,13.33,13,30,
12-11,8:52:24,48,46,13.33,13,30,
12-11,8:52:25,46,46,13.33,13,30,
12-11,8:52:26,48,46,13.32,13,30,
12-11,8:52:27,45,46,13.32,13,30,
12-11,8:52:28,40,45,13.32,13,30,
12-11,8:52:29,41,44,13.32,13,30,
12-11,8:52:30,44,44,13.33,13,30,
12-11,8:52:31,43,43,13.33,13,30,
12-11,8:52:32,44,43,13.33,13,30,
12-11,8:52:33,45,44,13.32,13,30,
12-11,8:52:34,46,45,13.33,13,30,
12-11,8:52:35,44,44,13.32,13,30,
12-11,8:52:36,40,44,13.32,13,30,
12-11,8:52:37,41,43,13.32,13,30,
12-11,8:52:38,42,42,13.33,13,30,
12-11,8:52:39,41,42,13.34,13,30,
12-11,8:52:40,42,41,13.34,13,30,
12-11,8:52:41,44,42,13.34,13,30,
12-11,8:52:42,43,42,13.34,13,30,
12-11,8:52:43,42,42,13.34,13,30,
12-11,8:52:44,40,42,13.33,13,30,
12-11,8:52:45,43,42,13.34,13,30,
12-11,8:52:46,39,41,13.34,13,30,
12-11,8:52:47,41,41,13.34,13,30,
12-11,8:52:48,39,40,13.33,13,30,
12-11,8:52:49,41,41,13.34,13,30,
12-11,8:52:50,42,40,13.34,13,30,
12-11,8:52:51,41,41,13.34,13,30,
12-11,8:52:52,43,41,13.33,13,30,
12-11,8:52:53,39,41,13.33,13,30,
12-11,8:52:54,43,42,13.33,13,30,
12-11,8:52:55,40,41,13.33,13,30,
12-11,8:52:56,42,41,13.33,13,30,
12-11,8:52:57,43,41,13.33,13,30,
12-11,8:52:58,44,42,13.33,13,30,
12-11,8:52:59,44,42,13.33,13,30,
12-11,8:53:0,43,43,13.33,13,30,
12-11,8:53:1,44,43,13.33,13,30,
12-11,8:53:2,43,43,13.33,13,30,
12-11,8:53:3,42,43,13.33,13,30,
12-11,8:53:4,46,44,13.34,13,30,
12-11,8:53:5,44,44,13.33,13,30,
12-11,8:53:6,45,44,13.33,13,30,
12-11,8:53:7,45,44,13.34,13,30,
12-11,8:53:8,46,45,13.34,13,30,
12-11,8:53:9,46,45,13.33,13,30,
12-11,8:53:10,47,46,13.34,13,30,
12-11,8:53:11,48,46,13.34,13,30,
12-11,8:53:12,47,47,13.34,13,30,
12-11,8:53:13,47,47,13.33,13,30,
12-11,8:53:14,47,47,13.33,13,30,
12-11,8:53:15,46,47,13.32,13,30,
12-11,8:53:16,47,47,13.32,13,30,
12-11,8:53:17,49,47,13.32,13,30,
12-11,8:53:18,50,48,13.32,13,30,
12-11,8:53:19,52,49,13.32,13,30,
12-11,8:53:20,52,50,13.32,13,30,
12-11,8:53:21,51,51,13.32,13,30,
12-11,8:53:22,51,51,13.32,13,30,
12-11,8:53:23,51,51,13.32,13,30,
12-11,8:53:24,52,51,13.32,13,30,
12-11,8:53:25,51,51,13.32,13,30,
12-11,8:53:26,53,52,13.31,13,30,
12-11,8:53:27,55,52,13.31,13,30,
12-11,8:53:28,53,53,13.29,13,30,
12-11,8:53:29,54,53,13.29,13,30,
12-11,8:53:30,54,54,13.3,13,30,
12-11,8:53:31,52,54,13.3,13,30,
12-11,8:53:32,54,54,13.3,13,30,
12-11,8:53:33,52,53,13.31,13,30,
12-11,8:53:34,52,53,13.31,13,30,
12-11,8:53:35,52,53,13.31,13,30,
12-11,8:53:36,54,53,13.31,13,30,
12-11,8:53:37,54,53,13.3,13,30,
12-11,8:53:38,52,53,13.3,13,30,
12-11,8:53:39,52,53,13.3,13,30,
12-11,8:53:40,54,53,13.3,13,30,
12-11,8:53:41,54,53,13.31,13,30,
12-11,8:53:42,52,53,13.31,13,30,
12-11,8:53:43,53,53,13.32,13,30,
12-11,8:53:44,52,53,13.31,13,30,
12-11,8:53:45,51,52,13.3,13,30,
12-11,8:53:46,51,52,13.3,13,30,
12-11,8:53:47,52,52,13.3,13,30,
12-11,8:53:48,52,52,13.3,13,30,
12-11,8:53:49,53,52,13.3,13,30,
12-11,8:53:50,52,52,13.31,13,30,
12-11,8:53:51,52,52,13.3,13,30,
12-11,8:53:52,52,52,13.3,13,30,
12-11,8:53:53,51,52,13.29,13,30,
12-11,8:53:54,54,52,13.3,13,30,
12-11,8:53:55,54,53,13.29,13,30,
12-11,8:53:56,55,53,13.3,13,30,
12-11,8:53:57,54,54,13.3,13,30,
12-11,8:53:58,54,54,13.3,13,30,
12-11,8:53:59,51,54,13.29,13,30,
12-11,8:54:0,51,53,13.28,13,30,
12-11,8:54:1,50,52,13.27,13,30,
12-11,8:54:2,50,51,13.27,13,30,
12-11,8:54:3,51,51,13.26,13,30,
12-11,8:54:4,52,51,13.27,13,30,
12-11,8:54:5,51,51,13.27,13,30,
12-11,8:54:6,52,51,13.28,13,30,
12-11,8:54:7,51,52,13.29,13,30,
12-11,8:54:8,50,51,13.29,13,30,
12-11,8:54:9,50,51,13.29,13,30,
12-11,8:54:10,48,50,13.29,13,30,
12-11,8:54:11,52,50,13.28,13,30,
12-11,8:54:12,52,50,13.29,13,30,
